"Keyword Phrase","ABA Total Click Share","ABA Total Conv. Share","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","Sponsored ASINs","Competing Products","CPR","Title Density","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"bromelina forte lipedema",,,"-",1818,320,-41,74,176,8,0,1,0,0,0,0,0,0,0,0,"-","-",132
"integratore studio",,,"-",60,181,30,117,3000,8,3,1,0,0,0,0,0,0,0,0,"-","-",133
"meno di 10 euro",,,"-",3,345,19,188,100000,8,0,1,0,0,0,0,0,0,0,0,"-","-",134
"bende drenanti gambe",42.5,8.6,35,29631,6015,-48,135,203,32,2,1,0,0,0,0,0,0,0,0,"-","-",136
"gonfiore stomaco",,,"-","-",0,"-",72,929,8,0,1,0,0,0,0,0,0,0,0,"-","-",137
"fondotinta gambe capillari",48,50,4,2563,446,-50,150,174,8,0,1,0,0,0,0,0,0,0,0,"-","-",137
"crema gambe effetto freddo",42.3,57.2,7,7243,2622,-53,240,362,28,2,1,0,0,0,0,0,0,0,0,"-","-",142
"crema sollievo gambe",,,"-","-",0,"-",111,2000,8,0,1,0,0,0,0,0,0,0,0,"-","-",142
"crema effetto freddo gambe",,,19,724,354,-55,184,489,8,0,1,0,0,0,0,0,0,0,0,"-","-",142
"gel gambe stanche e pesanti",,,8,1318,406,-53,211,308,8,1,1,1,0,0,0,0,0,0,0,"-",21,142
"crema rinfrescante gambe",43.2,46.2,13,410,820,-43,177,2000,11,0,1,0,0,0,0,0,0,0,0,"-","-",143
"gel effetto freddo per gambe",,,"-",288,288,-53,169,1000,8,1,1,0,0,0,0,0,0,0,0,"-","-",143
"esosomi corpo pelle flaccida",51.1,66.7,6,12914,1808,-32,139,140,26,0,1,0,0,0,0,0,0,0,0,"-","-",143
"bromelina",30.9,22.6,727,110311,89242,-21,131,809,146,48,1,0,0,0,0,0,0,0,0,"-","-",144
"crema gambe pesanti",46.7,33.3,3,806,539,-50,227,669,9,1,1,1,0,0,0,0,0,0,0,"-",6,144
"bromeline",,,"-","-",0,"-",74,775,8,0,1,0,0,0,0,0,0,0,0,"-","-",145
"bromelaina",,,"-","-",0,"-",46,770,8,0,1,0,0,0,0,0,0,0,0,"-","-",147
"bromelima",,,"-",553,415,-6,98,750,8,0,1,1,0,0,0,0,0,0,0,"-",52,148
"massaggio piedi circolazione",,,"-",7,292,14,173,40000,8,0,1,0,0,0,0,0,0,0,0,"-","-",150
"compresse digestive",,,"-",18,18,-47,85,1000,8,1,1,0,0,0,0,0,0,0,0,"-","-",151
"beomelina",,,"-",341,267,-23,107,783,8,0,1,0,0,0,0,0,0,0,0,"-","-",152
"gel freddo gambe",39.6,33.3,9,201,1007,-48,232,5000,26,2,1,0,0,0,0,0,0,0,0,"-","-",156
"bromelina forte drenante",56.1,46.9,915,454669,144130,-15,135,317,200,13,1,0,0,0,0,0,0,0,0,"-","-",157
"cellulite notte",,,"-","-",0,"-",89,50000,8,0,1,0,0,0,0,0,0,0,0,"-","-",159
"lattoferrina integratore",,,"-",1,18,4,79,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",171
"snep integratori",,,"-","-",0,"-",67,30000,8,0,1,0,0,0,0,0,0,0,0,"-","-",186
"drenante bromelina",,,"-",677,348,-18,106,514,8,0,1,0,0,0,0,0,0,0,0,"-","-",187
"la bromelina",,,"-",101,73,-11,96,721,8,0,1,0,0,0,0,0,0,0,0,"-","-",201
"varisan",,,"-",669,239,-5,186,357,8,35,1,0,0,0,0,0,0,0,0,"-","-",203
"-ashwagandha",54.6,50,2,21,1056,56,116,50000,25,0,1,0,0,0,0,0,0,0,0,"-","-",203
"drenante gambe forte",,,"-","-",0,"-",74,692,8,0,1,0,0,0,0,0,0,0,0,"-","-",209
"bromelin",,,"-",290,225,-11,101,777,8,0,1,0,0,0,0,0,0,0,0,"-","-",210
"cumino integratore",,,"-","-",0,"-",49,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",213
"artrite integratore",,,"-",6,122,9,91,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",216
"drenante gambe",38.9,50,6,143,1434,-32,174,10000,27,2,1,0,0,0,0,0,0,0,0,"-","-",218
"integratore per la concentrazione",,,"-","-",0,"-",66,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",218
"memory integratore",,,"-",646,73,8,52,113,8,1,1,0,0,0,0,0,0,0,0,"-","-",223
"lattoferina integratore",,,"-",4,86,3,53,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",225
"lattoferrina integratori",,,"-","-",0,"-",84,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",228
"cellulite",23.2,42.9,7,84,3353,-36,232,40000,36,24,1,0,0,0,0,0,0,0,0,"-","-",235
"integratori estate",,,"-",1066,419,-2,181,393,8,0,1,0,0,0,0,0,0,0,0,"-","-",235
"diosmin hesperidin",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,147,"-","-"
"diosmin hesperidin 1000mg",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,145,"-","-"
"venivalm crema vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,144,"-","-"
"flebosmina forte 60 compresse",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,143,"-","-"
"diosmina pura",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,140,"-","-"
"integratore per circolazione venosa",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,139,"-","-"
"vein health patch",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,138,"-","-"
"vein repair",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,137,"-","-"
"diosmin crema gambe omniven",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,136,"-","-"
"pillole per lipedema gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,135,"-","-"
"diosmina forte drenante",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,134,"-","-"
"vencap plus 30 capsule",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,133,"-","-"
"integratore per emorroidi forte",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,132,"-","-"
"crema varicose veins",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,131,"-","-"
"integratori per le vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,130,"-","-"
"integratore per capillari rotti",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,129,"-","-"
"integratori capillari rotti",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,125,"-","-"
"venaflux 120 compresse vegavero",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,123,"-","-"
"crema varicose e capillari",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,122,"-","-"
"integratore x vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,121,"-","-"
"pasticche per circolazione e vene",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,120,"-","-"
"venalux crema gambe vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,119,"-","-"
"lipedema gambe pastiglie",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,118,"-","-"
"pastiglie per circolazione e capillari",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,116,"-","-"
"pasticche per vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,115,"-","-"
"neoven biovenum 1000",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,114,"-","-"
"compresse x la circolazione",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,112,"-","-"
"compresse per vene gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,111,"-","-"
"circolo venoso gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,110,"-","-"
"crema fredda vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,107,"-","-"
"integratore per le vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,106,"-","-"
"integratore circolazione gambe forte",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,105,"-","-"
"pillole per le vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,104,"-","-"
"venaflux viti microcircolo spray",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,102,"-","-"
"pastiglie per emorroidi daflon",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,100,"-","-"
"venatropen tc 600",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,99,"-","-"
"venoplant 40 compresse",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,98,"-","-"
"diosmina 1000 mg bustine",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,97,"-","-"
"diosmin expert omniven 1000",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,96,"-","-"
"venosmix germavis",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,95,"-","-"
"eliminare le vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,94,"-","-"
"arvenum compresse",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,93,"-","-"
"daflon forte",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,92,"-","-"
"diosmina 300 mg",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,91,"-","-"
"integratori x vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,90,"-","-"
"pasticche per la circolazione gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,89,"-","-"
"crema riparatrice capillari rotti gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,88,"-","-"
"antistax compresse 60",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,86,"-","-"
"venamir crema microcircolo 100 ml",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,85,"-","-"
"diosmiflux",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,83,"-","-"
"diossina esperidina",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,82,"-","-"
"diosmina e esperidina micronizzata",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,81,"-","-"
"emorroidi pastiglie",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,80,"-","-"
"centellix cerotti vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,79,"-","-"
"pastilla para las varices",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,78,"-","-"
"pastiglie per le vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,77,"-","-"
"per la circolazione delle gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,74,"-","-"
"pastiglie per vene gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,71,"-","-"
"integratore capillari rotti gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,70,"-","-"
"pastiglie per capillari gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,68,"-","-"
"venaflux bustine marco viti",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,67,"-","-"
"integratori per capillari rotti gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,66,"-","-"
"venasal circolazione venosa",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,65,"-","-"
"venoruton 1000 compresse",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,64,"-","-"
"venavil compresse",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,63,"-","-"
"diosminflux compresse",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,61,"-","-"
"diosmina e bromelina insieme",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,56,"-","-"
"diosmina esperidina meliloto",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,54,"-","-"
"compresse vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,47,"-","-"
"diosmina per emorroidi",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,46,"-","-"
"integratore diosmina e bromelina",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,43,"-","-"
"pervene vis 90 compresse",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,11,"-","-"
"daosin",69.8,60.7,28,31321,1754,-11,33,56,26,0,0,1,0,0,0,0,0,0,0,"-",15,"-"
"offerta",24.3,44.4,9,25,1483,-51,500,60000,26,0,0,1,0,0,0,0,0,0,0,"-",14,"-"
"varici",,,"-","-",0,"-",98,20000,8,3,0,1,0,0,0,0,0,0,0,"-",1,"-"
"bromelina solgar",91.4,92.9,70,28459,5151,-29,103,181,30,0,0,1,0,0,0,0,0,0,0,"-",4,"-"
"bromelina 500 mg",,,"-",1903,333,-8,75,175,8,3,0,1,0,0,0,0,0,0,0,"-",11,"-"
"dabur",,,"-",131,393,59,126,3000,8,41,0,1,0,0,0,0,0,0,0,"-",14,"-"
"crema x vene varicose",,,"-","-",0,"-",0,460,8,0,0,0,1,0,0,0,0,0,0,72,"-","-"
"venas",,,"-",91,362,3,170,4000,8,1,0,1,0,0,0,0,0,0,0,"-",4,"-"
"venolen plus",,,"-",439,18,37,0,41,8,1,0,0,1,0,0,0,0,0,0,127,"-","-"
"pasticche",,,"-",134,268,-25,220,2000,8,36,0,1,0,0,0,0,0,0,0,"-",4,"-"
"per le vene varicose",,,"-","-",0,"-",0,"-",8,0,0,0,1,0,0,0,0,0,0,141,"-","-"
"prodotti esi",,,"-",190,124,-23,84,653,8,0,0,1,0,0,0,0,0,0,0,"-",22,"-"
"5 euro prodotti",28.4,31.6,19,662,1323,8,318,2000,26,0,0,1,0,0,0,0,0,0,0,"-",5,"-"
"flebotrofine bustine",,,"-",12935,401,-9,15,31,8,0,0,1,0,0,0,0,0,0,0,"-",1,"-"
"venaflux viti",91.4,80,5,15220,624,-26,42,41,10,3,0,1,0,0,0,0,0,0,0,"-",9,"-"
"venox",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,73,"-","-"
"antistax gel gambe",80.6,90,10,3533,650,-10,125,184,10,0,0,1,0,0,0,0,0,0,0,"-",12,"-"
"fasce per vene varicose",,,"-","-",0,"-",0,1000,8,0,0,0,1,0,0,0,0,0,0,84,"-","-"
"bromelina drenante",,,"-",788,375,-21,135,476,8,0,0,1,0,0,0,0,0,0,0,"-",66,"-"
"integratore diosmina",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,33,"-","-"
"compresse per emorroidi",,,"-","-",0,"-",0,97,8,0,0,0,1,0,0,0,0,0,0,4,"-","-"
"compresse per le vene",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,142,"-","-"
"integratore per tendini",,,"-","-",0,"-",73,351,8,0,0,1,0,0,0,0,0,0,0,"-",16,"-"
"prodotti per le vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,101,"-","-"
"crema copri capillari gambe",,,"-",1439,213,-3,89,148,8,0,0,1,0,0,0,0,0,0,0,"-",11,"-"
"cuscino per vene varicose",,,"-","-",0,"-",91,887,8,0,0,1,0,0,0,0,0,0,0,"-",4,"-"
"daflon 500mg",,,"-","-",0,"-",0,51,8,0,0,0,1,0,0,0,0,0,0,146,"-","-"
"immer aktiv",,,"-",129500,259,14,14,2,8,2,0,1,0,0,0,0,0,0,0,"-",1,"-"
"vene varicose e capillari",,,"-","-",0,"-",0,377,8,11,0,0,1,0,0,0,0,0,0,48,"-","-"
"pervene 90 compresse",,,4,41429,290,-51,22,7,8,0,0,0,1,0,0,0,0,0,0,126,"-","-"
"esperidina pura",,,"-",1192,31,-29,21,26,8,0,0,1,0,0,0,0,0,0,0,"-",7,"-"
"crema fredda gambe gonfie",,,"-","-",0,"-",91,314,8,0,0,1,0,0,0,0,0,0,0,"-",11,"-"
"bromelina e centella",,,"-",651,155,-21,110,238,8,4,0,1,0,0,0,0,0,0,0,"-",14,"-"
"venoruton 1000 30 compresse",,,"-",8259,223,144,12,27,8,0,0,0,1,0,0,0,0,0,0,117,"-","-"
"wasotonal crema gambe 200 ml",,,"-",4901,397,-30,45,81,8,0,0,1,0,0,0,0,0,0,0,"-",10,"-"
"bromelina strong 5000 gdu",70.6,70,20,7614,1340,-34,95,176,26,0,0,1,0,0,0,0,0,0,0,"-",24,"-"
"bromelina liquida",,,"-",1250,410,-9,136,328,8,0,0,1,0,0,0,0,0,0,0,"-",32,"-"
"bromelina centella asiatica",,,"-",1745,377,21,86,216,8,0,0,1,0,0,0,0,0,0,0,"-",31,"-"
"crampi muscolari gambe notturni",,,"-",1336,346,-23,82,259,8,0,0,1,0,0,0,0,0,0,0,"-",1,"-"
"creme per capillari rotti gambe",,,"-",134,25,4,0,186,8,0,0,0,1,0,0,0,0,0,0,109,"-","-"
"diosminflux",,,"-",629,39,22,0,62,8,0,0,0,1,0,0,0,0,0,0,53,"-","-"
"bromelina complex forte drenante",,,2,1689,358,-40,94,212,8,1,0,1,0,0,0,0,0,0,0,"-",13,"-"
"diosmina 1000",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,40,"-","-"
"diosmina sandoz 45 compresse",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,39,"-","-"
"insufficienza venosa gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,37,"-","-"
"microcircolo vene e gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,76,"-","-"
"esperidina integratore",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,103,"-","-"
"integratore vene varicose gambe",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,41,"-","-"
"diosmina ed esperidina",,,"-",628,86,-3,0,137,8,6,0,0,1,0,0,0,0,0,0,50,"-","-"
"diosmina esperidina bromelina",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,13,"-","-"
"integratore per emorroidi",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,36,"-","-"
"bromelina diosmina",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,124,"-","-"
"diosmina e esperidina",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,7,"-","-"
"bromelina forte drenante liquido",,,"-",902,294,-5,141,326,8,0,0,1,0,0,0,0,0,0,0,"-",4,"-"
"pastiglie per vene varicose",,,"-","-",0,"-",0,0,8,0,0,0,1,0,0,0,0,0,0,128,"-","-"
"bromelina vitaminpure",99,90.9,11,20019,2142,112,61,107,27,0,0,1,0,0,0,0,0,0,0,"-",24,"-"
"venavil",,,"-",17333,156,-32,0,9,8,0,0,0,1,0,0,0,0,0,0,62,"-","-"
"varicomed crema",,,"-",2000,232,8,80,116,8,0,0,1,0,0,0,0,0,0,0,"-",13,"-"
"venaflux spray",,,"-",76500,306,4,12,4,8,0,0,1,0,0,0,0,0,0,0,"-",3,"-"
"venecalm crema",,,"-",2872,224,-57,118,78,8,0,0,1,0,0,0,0,0,0,0,"-",6,"-"
"crema ripara capillari",,,"-",582,412,-12,96,708,8,0,0,1,0,0,0,0,0,0,0,"-",21,"-"
