"Keyword Phrase","ABA Total Click Share","ABA Total Conv. Share","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","Sponsored ASINs","Competing Products","CPR","Title Density","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"linfedema gambe",,,"-",264,264,-15,164,1000,8,0,1,1,0,0,0,0,0,0,0,"-",7,74
"crema vene varicose",31.1,50,2,1495,824,-54,155,551,11,17,1,1,0,0,0,0,0,0,0,"-",30,75
"connettivina bio crema",,,"-",3056,275,-43,46,90,8,1,1,0,0,0,0,0,0,0,0,"-","-",75
"asgawanda",,,"-",1286,216,3,59,168,8,0,1,0,0,0,0,0,0,0,0,"-","-",75
"puzza piedi",,,"-",1014,367,1,105,362,8,1,1,0,0,0,0,0,0,0,0,"-","-",76
"integratori occhi",,,"-",169,337,-1,117,2000,8,1,1,0,0,0,0,0,0,0,0,"-","-",76
"pomata per emorroidi",,,"-",3861,278,-26,5,72,8,0,1,0,0,0,0,0,0,0,0,"-","-",77
"biancospino compresse",60,48.1,27,8214,1265,-1,85,154,26,0,1,0,0,0,0,0,0,0,0,"-","-",78
"venicalm forte crema per le vene varicose",,,"-",2219,344,-37,94,155,8,0,1,0,0,0,0,0,0,0,0,"-","-",78
"paracetamolo",40,,2,936,731,29,23,781,10,8,1,0,0,0,0,0,0,0,0,"-","-",80
"drenax forte sazia",84.9,57.1,7,11204,1759,27,102,157,27,1,1,0,0,0,0,0,0,0,0,"-","-",80
"integratore drenaggio linfatico",,,"-",350,175,-44,127,500,8,1,1,0,0,0,0,0,0,0,0,"-","-",80
"meliloto",,,"-",1130,244,-33,84,216,8,35,1,0,0,0,0,0,0,0,0,"-","-",81
"centella integratore",,,"-",312,97,-36,81,311,8,0,1,0,0,0,0,0,0,0,0,"-","-",81
"neurofisiodol emulgel 100ml",77.8,60,5,4291,472,14,58,110,8,1,1,0,0,0,0,0,0,0,0,"-","-",81
"olio di fegato di merluzzo capsule",,,"-",218,26,-29,21,119,8,0,1,0,0,0,0,0,0,0,0,"-","-",82
"collagene elastina",,,"-","-",0,"-",80,322,8,0,1,0,0,0,0,0,0,0,0,"-","-",82
"vitalongum probiotico",,,"-","-",0,"-",58,114,8,0,1,0,0,0,0,0,0,0,0,"-","-",82
"sciogli grasso pancia e fianchi",,,"-",2249,389,22,130,173,8,0,1,0,0,0,0,0,0,0,0,"-","-",83
"varicolift vene varicose e capillari crema",,,"-",2170,395,-38,65,182,8,0,1,0,0,0,0,0,0,0,0,"-","-",83
"crema vene varicose e capillari",54,20,15,13122,3228,-78,143,246,31,10,1,1,0,0,0,0,0,0,0,"-",6,84
"crema x vene varicose e capillari gambe gonfie",,,"-",889,208,-20,83,234,8,0,1,0,0,0,0,0,0,0,0,"-","-",84
"linfocinetic plus 60 compresse drenante in offerta",42.9,33.3,3,7059,1073,-61,146,152,26,0,1,0,0,0,0,0,0,0,0,"-","-",84
"penna rimuovi capillari gambe",,,"-",3146,324,6,85,103,8,2,1,0,0,0,0,0,0,0,0,"-","-",84
"pastiglie anticellulite",,,"-",14,28,-33,52,2000,8,0,1,0,0,0,0,0,0,0,0,"-","-",85
"integratori cellulite e ritenzione idrica",,,"-",579,292,-4,124,504,8,0,1,0,0,0,0,0,0,0,0,"-","-",85
"crema per gambe gonfie e circolazione",,,12,949,371,-53,146,391,8,0,1,0,0,0,0,0,0,0,0,"-","-",85
"collagene donna 40 anni",40.7,20,5,1367,477,2,137,349,8,0,1,0,0,0,0,0,0,0,0,"-","-",85
"integratori ritenzione idrica",,,"-",247,154,7,143,623,8,0,1,0,0,0,0,0,0,0,0,"-","-",87
"pastiglie lattosio",52.8,35.9,39,21241,3526,5,95,166,29,2,1,0,0,0,0,0,0,0,0,"-","-",87
"crema ippocastano gambe",,,"-",1072,237,-16,96,221,8,0,1,0,0,0,0,0,0,0,0,"-","-",87
"serenoa repens 320 mg",39.1,16.7,6,1943,1238,-4,102,637,28,6,1,0,0,0,0,0,0,0,0,"-","-",89
"drenaggio linfatico forte gambe",,,"-",1323,410,"-",116,310,8,0,1,0,0,0,0,0,0,0,0,"-","-",89
"bromelina prozis",90.1,100,23,12314,1884,-21,93,153,26,0,1,0,0,0,0,0,0,0,0,"-","-",91
"lattoferrina 200 immuno",75.9,75,4,5172,512,36,42,99,9,9,1,0,0,0,0,0,0,0,0,"-","-",93
"psyllogel gonfiore",83.6,75,8,8229,1185,-5,59,144,26,1,1,0,0,0,0,0,0,0,0,"-","-",93
"quercitina",55.6,42.9,14,11990,1211,-19,92,101,27,3,1,0,0,0,0,0,0,0,0,"-","-",94
"vitamina c 500",,,"-",771,381,15,117,494,8,11,1,0,0,0,0,0,0,0,0,"-","-",95
"neradin pastiglie",,,"-",5,163,-22,33,30000,8,0,1,0,0,0,0,0,0,0,0,"-","-",95
"venalux crema capillari",69,53.9,26,32735,3339,-33,67,102,29,4,1,0,0,0,0,0,0,0,0,"-","-",96
"crema vene varicose e capillari eco bio boutique",,,"-",2256,300,8,86,133,8,0,1,1,0,0,0,0,0,0,0,"-",15,97
"lattoferina 200 immuno",,,"-","-",0,"-",39,111,8,0,1,0,0,0,0,0,0,0,0,"-","-",98
"connettivina plus crema",76.3,70,10,16071,2507,15,62,156,27,0,1,0,0,0,0,0,0,0,0,"-","-",100
"vitamina c 500 mg",,,"-",271,76,26,94,280,8,7,1,1,0,0,0,0,0,0,0,"-",36,100
"vitamina c 500mg",56.3,50,16,4392,1256,8,175,286,26,2,1,0,0,0,0,0,0,0,0,"-","-",100
"varicose veins cream",57.7,50,4,2782,459,-36,95,165,8,10,1,0,0,0,0,0,0,0,0,"-","-",101
"venicalm crema per le vene varicose",,,"-",2361,399,-88,87,169,8,0,1,0,0,0,0,0,0,0,0,"-","-",101
"crema per vene",,,"-","-",0,"-",89,1000,8,5,1,0,0,0,0,0,0,0,0,"-","-",102
"integratore contro stanchezza",,,"-","-",0,"-",79,743,8,0,1,0,0,0,0,0,0,0,0,"-","-",102
"gaviscon advance",54.9,56.3,16,15857,1665,15,64,105,26,0,1,0,0,0,0,0,0,0,0,"-","-",103
"remescar capillari instant",,,"-",2466,254,-50,48,103,8,0,1,1,0,0,0,0,0,0,0,"-",9,103
"ippocastano crema gel",76.5,33.3,3,4355,601,1,82,138,10,0,1,0,0,0,0,0,0,0,0,"-","-",104
"crema copri vene varicose e capillari",,,"-",2490,356,-15,65,143,8,0,1,1,0,0,0,0,0,0,0,"-",7,104
"integratori anticellulite",,,"-",278,164,-31,115,590,8,0,1,0,0,0,0,0,0,0,0,"-","-",105
"vitamina c +500 mg",,,"-",250,60,-10,86,240,8,0,1,0,0,0,0,0,0,0,0,"-","-",106
"varicose veins relief cream",,,"-",1659,209,6,20,126,8,0,1,0,0,0,0,0,0,0,0,"-","-",106
"luteina e zeaxantina",60,54.7,64,20130,4630,-8,62,230,37,22,1,0,0,0,0,0,0,0,0,"-","-",107
"defaticante gambe",,,"-",593,273,-37,141,460,8,3,1,0,0,0,0,0,0,0,0,"-","-",107
"crema gonfiore gambe",,,"-",68,54,"-",92,794,8,0,1,0,0,0,0,0,0,0,0,"-","-",107
"simeticone forte",58.5,41.7,12,6789,998,-13,34,147,12,0,1,0,0,0,0,0,0,0,0,"-","-",107
"mirtillo integratore",,,"-",155,119,37,73,769,8,1,1,0,0,0,0,0,0,0,0,"-","-",108
"lactoferrina 200 immuno",,,"-","-",0,"-",30,108,8,0,1,0,0,0,0,0,0,0,0,"-","-",108
"crema gambe vene varicose",,,"-","-",0,"-",80,474,8,1,1,0,0,0,0,0,0,0,0,"-","-",109
"drenante linfatico",25.5,31.6,38,6598,6598,-35,169,1000,38,18,1,0,0,0,0,0,0,0,0,"-","-",110
"hirudoid 40.000 gel gambe",34.3,100,3,5353,637,-1,116,119,10,0,1,0,0,0,0,0,0,0,0,"-","-",110
"venoruton gel gambe",,,4,1352,315,-37,143,233,8,0,1,0,0,0,0,0,0,0,0,"-","-",111
"drenante forte dimagrante anticellulite",38.1,28.6,14,4159,1701,-44,193,409,27,2,1,0,0,0,0,0,0,0,0,"-","-",112
"nopaliv drenante naturale",,,"-",301,301,-10,126,1000,8,0,1,0,0,0,0,0,0,0,0,"-","-",112
"vitamindermina",65.5,67.7,31,16239,2306,-17,157,142,38,34,1,0,0,0,0,0,0,0,0,"-","-",113
"drenax forte plus",65.4,60,10,2370,455,-41,115,192,8,3,1,0,0,0,0,0,0,0,0,"-","-",114
"mirtillo rosso integratore",,,"-","-",0,"-",66,380,8,1,1,0,0,0,0,0,0,0,0,"-","-",115
"magnesio e potassio massigen",64,40,5,2663,450,-58,165,169,8,0,1,0,0,0,0,0,0,0,0,"-","-",115
"acetilcisteina 600 mg",44.9,50,6,6203,918,-18,54,148,12,4,1,0,0,0,0,0,0,0,0,"-","-",117
"lattoferrina compresse",,,"-","-",0,"-",62,9000,8,0,1,0,0,0,0,0,0,0,0,"-","-",117
"mirtillo compresse",,,"-","-",0,"-",68,225,8,0,1,0,0,0,0,0,0,0,0,"-","-",118
"carciofo integratore",48.7,20,10,1322,673,-3,106,509,10,2,1,0,0,0,0,0,0,0,0,"-","-",118
"cerotti vene varicose",,,"-",1623,388,5,120,239,8,1,1,0,0,0,0,0,0,0,0,"-","-",119
"drenax forte compresse",,,"-",2617,314,-25,120,120,8,1,1,0,0,0,0,0,0,0,0,"-","-",120
"ippocastano gel gambe",,,"-",766,164,-37,80,214,8,0,1,0,0,0,0,0,0,0,0,"-","-",121
"crema gambe circolazione",36.8,22.2,9,1082,1082,-33,220,1000,26,2,1,0,0,0,0,0,0,0,0,"-","-",123
"integratori drenanti per ritenzione idrica",,,"-",412,275,-7,141,667,8,0,1,0,0,0,0,0,0,0,0,"-","-",123
"drenaggio linfatico forte",37.6,19,21,18690,4710,-25,164,252,30,1,1,0,0,0,0,0,0,0,0,"-","-",124
"crema gambe gonfie",,,5,607,363,-45,166,598,8,1,1,0,0,0,0,0,0,0,0,"-","-",125
"bromelina yamamoto",82.1,87.5,8,6923,1073,-9,73,155,26,0,1,0,0,0,0,0,0,0,0,"-","-",125
"crema per capillari gambe",,,"-",729,248,-33,129,340,8,0,1,0,0,0,0,0,0,0,0,"-","-",126
"mirtillo rosso",34.3,26.9,26,220,2195,-13,122,10000,36,29,1,0,0,0,0,0,0,0,0,"-","-",127
"lecitina di soia",67.5,52,50,25813,3459,-3,27,134,40,35,1,0,0,0,0,0,0,0,0,"-","-",131
"supradyn magnesio potassio",83.6,77.6,156,59822,10110,-45,145,169,36,0,1,0,0,0,0,0,0,0,0,"-","-",131
"zenzero capsule",42.9,33.3,15,3421,1211,-20,112,354,26,2,1,0,0,0,0,0,0,0,0,"-","-",131
"integratori stanchezza compresse",,,"-",230,230,-33,149,1000,8,0,1,0,0,0,0,0,0,0,0,"-","-",131
"crema defaticante gambe",,,9,780,301,-52,172,386,8,1,1,0,0,0,0,0,0,0,0,"-","-",132
"d chiro inositolo",,,"-",1624,328,-9,63,202,8,6,1,0,0,0,0,0,0,0,0,"-","-",133
"integratore mirtillo rosso",,,"-",43,17,16,78,398,8,0,1,0,0,0,0,0,0,0,0,"-","-",133
"gonfiore stomaco",,,"-","-",0,"-",72,929,8,0,1,0,0,0,0,0,0,0,0,"-","-",133
"integratori mirtillo rosso",,,"-","-",0,"-",86,450,8,0,1,0,0,0,0,0,0,0,0,"-","-",133
"psillio capsule",73.2,72.4,29,16485,2720,-5,87,165,28,1,1,0,0,0,0,0,0,0,0,"-","-",134
"crema circolazione gambe",,,"-",392,392,-40,171,1000,8,0,1,0,0,0,0,0,0,0,0,"-","-",134
"proteine per dimagrire",,,"-",405,216,-19,139,533,8,0,1,0,0,0,0,0,0,0,0,"-","-",134
"ritenzione idrica forte",,,"-",574,81,52,54,141,8,1,1,0,0,0,0,0,0,0,0,"-","-",134
"lipedema gambe bromelina",,,"-",1204,343,"-",99,285,8,0,1,0,0,0,0,0,0,0,0,"-","-",134
"crema gambe capillari",,,"-","-",0,"-",127,300,8,0,1,0,0,0,0,0,0,0,0,"-","-",135
"pastiglie drenanti forti",,,"-",358,122,-24,12,341,8,0,1,0,0,0,0,0,0,0,0,"-","-",135
"miglior drenante linfatico",,,"-",163,58,-56,130,356,8,0,1,0,0,0,0,0,0,0,0,"-","-",135
"integratore per la concentrazione",,,"-","-",0,"-",66,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",136
"drenante forte dimagrante compresse",,,"-",643,258,47,124,401,8,0,1,0,0,0,0,0,0,0,0,"-","-",136
"integratori prostata uomo",36.4,33.3,6,748,579,-7,107,774,9,1,1,0,0,0,0,0,0,0,0,"-","-",137
"connettivina viso antirughe",,,"-",1475,267,-19,99,181,8,0,1,0,0,0,0,0,0,0,0,"-","-",138
"eterogeneità gonfiore",,,"-",130,130,31,43,1000,8,0,1,0,0,0,0,0,0,0,0,"-","-",138
"gel gambe stanche e pesanti",,,8,1318,406,-53,211,308,8,1,1,1,0,0,0,0,0,0,0,"-",27,138
"drenante gambe lipidema",,,"-",837,175,-46,111,209,8,0,1,0,0,0,0,0,0,0,0,"-","-",138
"integratori al mirtillo",,,"-","-",0,"-",82,421,8,0,1,0,0,0,0,0,0,0,0,"-","-",139
"crema vene",,,"-",46,92,-47,107,2000,8,17,1,0,0,0,0,0,0,0,0,"-","-",140
"magnesio 50+",,,"-",95,189,-26,134,2000,8,0,1,0,0,0,0,0,0,0,0,"-","-",140
"bromelina più venduto",,,"-",1067,254,-26,76,238,8,0,1,0,0,0,0,0,0,0,0,"-","-",140
"crema capillari gambe",,,"-",788,252,-55,178,320,8,0,1,1,0,0,0,0,0,0,0,"-",22,141
"diuretico forte ritenzione idrica",41.4,57.2,7,2336,521,-46,106,223,9,0,1,0,0,0,0,0,0,0,0,"-","-",141
"lipedema gambe crema",44.4,,1,2064,481,-30,82,233,9,0,1,0,0,0,0,0,0,0,0,"-","-",141
"creme capillari gambe",,,"-","-",0,"-",75,271,8,0,1,0,0,0,0,0,0,0,0,"-","-",142
"trifoglio rosso forte menopausa",36.7,37.5,8,5702,918,12,64,161,12,0,1,0,0,0,0,0,0,0,0,"-","-",142
"bromelina polvere",,,"-",1310,220,-8,84,168,8,0,1,0,0,0,0,0,0,0,0,"-","-",143
"crema gambe pesanti",46.7,33.3,3,806,539,-50,227,669,9,1,1,0,0,0,0,0,0,0,0,"-","-",143
"crema gambe stanche e pesanti",,,"-",340,136,-13,77,400,8,2,1,0,0,0,0,0,0,0,0,"-","-",143
"crema per gambe stanche e doloranti",,,"-",1043,290,-29,135,278,8,0,1,0,0,0,0,0,0,0,0,"-","-",143
"depurativo fegato",30.4,22.2,9,1851,846,1,115,457,11,15,1,0,0,0,0,0,0,0,0,"-","-",144
"integratori mirtillo",,,"-","-",0,"-",88,826,8,0,1,0,0,0,0,0,0,0,0,"-","-",144
"bromelina bustine",,,"-",1580,414,-38,84,262,8,0,1,0,0,0,0,0,0,0,0,"-","-",144
"drenante forte gambe",,,"-",31,31,-68,95,1000,8,0,1,0,0,0,0,0,0,0,0,"-","-",148
"marco viti",48.7,58.3,12,19238,3232,22,316,168,37,27,1,0,0,0,0,0,0,0,0,"-","-",150
"integratore mirtillo",,,"-",445,346,-10,96,778,8,1,1,0,0,0,0,0,0,0,0,"-","-",151
"vegan collagen",,,"-",51,32,-11,162,632,8,7,1,0,0,0,0,0,0,0,0,"-","-",151
"crema per gambe gonfie e pesanti",,,"-",236,75,47,107,318,8,1,1,0,0,0,0,0,0,0,0,"-","-",154
"collagene vegan",,,"-",59,31,-20,105,528,8,0,1,0,0,0,0,0,0,0,0,"-","-",155
"drenante gambe forte",,,"-","-",0,"-",74,692,8,0,1,1,0,0,0,0,0,0,0,"-",1,163
"drenante forte per ritenzione idrica",,,"-",792,145,-29,136,183,8,1,1,0,0,0,0,0,0,0,0,"-","-",163
"vitamina c in compresse",,,"-","-",0,"-",73,1000,8,0,1,0,0,0,0,0,0,0,0,"-","-",166
"ritenzione idrica forte drenante",,,"-",280,170,-50,150,607,8,0,1,0,0,0,0,0,0,0,0,"-","-",168
"bromelina forte lipedema",,,"-",1818,320,-41,74,176,8,0,1,0,0,0,0,0,0,0,0,"-","-",169
"collagene in compresse",,,"-",399,397,-9,111,996,8,1,1,0,0,0,0,0,0,0,0,"-","-",170
"drenante forte linfatico",,,"-",488,181,8,106,371,8,0,1,0,0,0,0,0,0,0,0,"-","-",170
"integratori per stanchezza",,,"-",63,250,-18,192,4000,8,0,1,0,0,0,0,0,0,0,0,"-","-",175
"artrite integratore",,,"-",6,122,9,91,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",175
"lattoferrina integratore",,,"-",1,18,4,79,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",177
"integratore alimentare antiossidante",,,"-","-",0,"-",94,4000,8,12,1,0,0,0,0,0,0,0,0,"-","-",180
"irisina integratore",,,"-",3,53,-28,32,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",182
"drenante gambe",38.9,50,6,143,1434,-32,174,10000,27,2,1,0,0,0,0,0,0,0,0,"-","-",183
"integratori drenanti",,,"-",319,319,-6,130,1000,8,0,1,0,0,0,0,0,0,0,0,"-","-",186
"digestivo",36.8,15.8,19,76,1518,25,183,20000,29,8,1,0,0,0,0,0,0,0,0,"-","-",190
"collagene compresse",32.6,28.6,7,788,788,8,147,1000,11,1,1,0,0,0,0,0,0,0,0,"-","-",192
"antinfiammatori naturali",,,"-","-",0,"-",99,2000,8,0,1,0,0,0,0,0,0,0,0,"-","-",197
"collagene vegetale",60,,2,837,837,27,152,1000,11,6,1,0,0,0,0,0,0,0,0,"-","-",198
"drenanti forti e veloci efficaci",,,5,1041,358,-48,152,344,8,0,1,0,0,0,0,0,0,0,0,"-","-",208
"integratori al collagene",,,"-",234,234,19,69,1000,8,0,1,0,0,0,0,0,0,0,0,"-","-",209
"cuscino per emorroidi",40,21.4,14,141,1265,-9,222,9000,28,6,1,0,0,0,0,0,0,0,0,"-","-",217
"lattoferina integratore",,,"-",4,86,3,53,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",219
"collagene con vitamina c",27.3,,2,410,820,18,151,2000,11,0,1,0,0,0,0,0,0,0,0,"-","-",222
"lattoferrina integratori",,,"-","-",0,"-",84,20000,8,0,1,0,0,0,0,0,0,0,0,"-","-",232
"integratori x stanchezza",,,"-","-",0,"-",112,4000,8,0,1,0,0,0,0,0,0,0,0,"-","-",237
"integratore stanchezza e affaticamento",,,"-",134,268,-30,171,2000,8,0,1,0,0,0,0,0,0,0,0,"-","-",238
"integratori stanchezza",24.2,18.3,93,2065,10324,-52,306,5000,37,1,1,0,0,0,0,0,0,0,0,"-","-",244
"compresse vitamina c",,,"-","-",0,"-",101,2000,8,1,1,0,0,0,0,0,0,0,0,"-","-",245
"integratore drenante forte",,,"-",364,264,-27,130,726,8,0,1,0,0,0,0,0,0,0,0,"-","-",297
"senza lattosio",18.2,12,92,666,6660,3,279,10000,44,37,0,1,0,0,0,0,0,0,0,"-",32,"-"
"estratto di vite rossa",,,"-",2931,299,10,37,102,8,2,0,1,0,0,0,0,0,0,0,"-",9,"-"
"venoruton 1000 30 bustine",,,"-",11650,233,14,26,20,8,0,0,1,0,0,0,0,0,0,0,"-",10,"-"
"complesso circolazione",,,"-",1305,184,-8,59,141,8,2,0,1,0,0,0,0,0,0,0,"-",5,"-"
